000 999-999.bmp,999,999,999,999,1
001 000-000.bmp,0,0,24,106,1
002 000-001.bmp,0,1,24,106,1
003 000-002.bmp,0,2,24,107,1
004 000-003.bmp,0,3,24,108,1
005 005-000.bmp,5,0,24,108,1
006 006-000.bmp,6,0,21,94,1
007 011-000.bmp,11,0,23,105,1
008 011-002.bmp,11,2,23,95,1
009 011-003.bmp,11,3,23,93,1
010 020-000.bmp,20,0,24,106,1
011 020-001.bmp,20,1,24,105,1
012 020-003.bmp,20,3,24,101,1
013 020-004.bmp,20,4,24,100,1
014 021-000.bmp,21,0,19,105,1
015 021-001.bmp,21,1,17,105,1
016 021-002.bmp,21,2,22,107,1
017 021-003.bmp,21,3,12,106,1
018 021-004.bmp,21,4,19,105,1
019 021-005.bmp,21,5,17,105,1
020 021-006.bmp,21,6,22,107,1
021 021-007.bmp,21,7,12,106,1
022 021-010.bmp,21,10,25,104,1
023 021-011.bmp,21,11,25,104,1
024 021-012.bmp,21,12,26,102,1
025 021-013.bmp,21,13,26,102,1
026 030-000.bmp,30,0,29,97,1
027 030-001.bmp,30,1,27,95,1
028 030-002.bmp,30,2,22,94,1
029 030-003.bmp,30,3,23,95,1
030 030-004.bmp,30,4,28,97,1
031 030-005.bmp,30,5,26,95,1
032 030-006.bmp,30,6,21,94,1
033 030-007.bmp,30,7,22,95,1
034 035-000.bmp,35,0,22,99,1
035 041-000.bmp,41,0,21,110,1
036 041-001.bmp,41,1,21,111,1
037 041-002.bmp,41,2,21,111,1
038 041-003.bmp,41,3,21,112,1
039 041-004.bmp,41,4,21,113,1
040 041-005.bmp,41,5,21,112,1
041 121-000.bmp,121,0,29,92,1
042 120-000.bmp,120,0,29,105,1
043 122-000.bmp,122,0,28,107,1
044 200-000.bmp,200,0,27,106,1
045 200-001.bmp,200,1,25,105,1
046 200-002.bmp,200,2,24,105,1
047 200-003.bmp,200,3,26,105,1
048 210-000.bmp,210,0,19,108,1
049 210-001.bmp,210,1,10,108,1
050 210-002.bmp,210,2,25,108,1
051 210-003.bmp,210,3,23,108,1
052 210-004.bmp,210,4,24,108,1
053 210-005.bmp,210,5,23,108,1
054 220-000.bmp,220,0,20,108,1
055 220-001.bmp,220,1,15,105,1
056 220-002.bmp,220,2,14,105,1
057 220-003.bmp,220,3,12,106,1
058 220-004.bmp,220,4,11,106,1
059 220-005.bmp,220,5,12,106,1
060 220-012.bmp,220,12,14,105,1
061 300-000.bmp,300,0,27,93,1
062 300-001.bmp,300,1,27,92,1
063 300-002.bmp,300,2,25,92,1
064 300-003.bmp,300,3,25,92,1
065 310-000.bmp,310,0,20,94,1
066 310-001.bmp,310,1,16,92,1
067 310-002.bmp,310,2,20,90,1
068 310-003.bmp,310,3,55,86,1
069 310-004.bmp,310,4,55,86,1
070 310-005.bmp,310,5,58,86,1
071 310-006.bmp,310,6,19,94,1
072 310-007.bmp,310,7,20,95,1
073 310-012.bmp,310,12,20,90,1
074 310-013.bmp,310,13,55,86,1
075 320-001.bmp,320,1,42,92,1
076 320-002.bmp,320,2,32,91,1
077 320-003.bmp,320,3,16,80,1
078 320-004.bmp,320,4,15,80,1
079 421-000.bmp,421,0,37,78,1
080 421-001.bmp,421,1,37,78,1
081 421-002.bmp,421,2,35,64,1
082 421-003.bmp,421,3,33,57,1
083 421-004.bmp,421,4,40,46,1
084 600-000.bmp,600,0,27,103,1
085 600-001.bmp,600,1,19,103,1
086 600-002.bmp,600,2,19,100,1
087 600-003.bmp,600,3,19,98,1
088 600-010.bmp,600,10,27,103,1
089 610-000.bmp,610,0,20,95,1
090 610-001.bmp,610,1,33,93,1
091 610-002.bmp,610,2,34,93,1
092 610-003.bmp,610,3,33,95,1
093 620-000.bmp,620,0,14,107,1
094 620-001.bmp,620,1,16,107,1
095 620-002.bmp,620,2,30,100,1
096 620-003.bmp,620,3,49,100,1
097 620-004.bmp,620,4,57,100,1
098 620-006.bmp,620,6,36,101,1
099 800-000.bmp,800,0,22,97,1
100 800-001.bmp,800,1,22,97,1
101 800-002.bmp,800,2,25,98,1
102 800-003.bmp,800,3,25,98,1
103 850-000.bmp,850,0,22,103,1
104 850-001.bmp,850,1,22,103,1
105 850-002.bmp,850,2,23,104,1
106 850-003.bmp,850,3,23,104,1
107 1000-000.bmp,1000,0,23,107,1
108 1000-001.bmp,1000,1,25,107,1
109 1020-000.bmp,1020,0,21,92,1
110 1020-001.bmp,1020,1,22,92,1
111 1030-000.bmp,1030,0,24,100,1
112 1030-001.bmp,1030,1,29,92,1
113 1030-002.bmp,1030,2,44,69,1
114 1050-000.bmp,1050,0,49,28,1
115 1050-001.bmp,1050,1,47,33,1
